transaction_id,date,customer_id,items,items_count,total_value,marketing_channel,has_promo
443,2025-06-10,286,1002;1018;1004;1005,4,6.18,email,0
444,2025-06-10,69,1002;1023;1001;1030,4,14.04,none,1
445,2025-06-10,259,1010,1,1.4,email,0
446,2025-06-10,297,1020;1003,2,6.03,social,0
447,2025-06-10,52,1016;1015,2,2.46,social,1
448,2025-06-10,276,1014;1010,2,2.31,email,1
449,2025-06-10,180,1019;1029;1015,3,7.13,none,1
450,2025-06-10,12,1027;1026;1004;1025;1005,5,11.26,none,0
451,2025-06-10,172,1002;1013;1025,3,4.8,email,1
452,2025-06-10,47,1027;1010;1009;1011;1013;1014,6,9.09,none,0
453,2025-06-10,116,1006;1012;1013,3,3.74,email,0
454,2025-06-10,163,1002;1001;1003;1004;1025;1011;1005,7,12.37,none,0
455,2025-06-10,208,1018;1016;1014,3,3.79,none,1
456,2025-06-10,140,1002;1016;1001;1004,4,8.05,email,0
457,2025-06-10,278,1010;1009;1012;1008;1005,5,5.81,email,1
458,2025-06-10,290,1002;1009;1007;1004,4,6.37,none,0
459,2025-06-10,183,1028;1027;1026;1029;1014;1030,6,22.74,email,0
460,2025-06-10,205,1016;1015;1029;1030,4,14.47,email,0
461,2025-06-10,5,1004;1007;1006;1008;1005,5,7.32,email,0
462,2025-06-10,75,1009;1013;1014,3,3.37,none,0
463,2025-06-10,75,1019;1024;1022,3,12.27,none,0
464,2025-06-10,66,1027;1021,2,10.25,none,0
465,2025-06-10,134,1021,1,7.25,none,0
466,2025-06-10,188,1019;1023;1021,3,13.92,none,0
467,2025-06-10,206,1002;1003;1004,3,6.13,none,0
468,2025-06-10,152,1017;1010;1009;1011;1014;1012,6,6.44,email,1
469,2025-06-10,144,1007,1,1.31,none,1
470,2025-06-10,54,1016,1,1.93,none,0
471,2025-06-10,171,1016;1020;1009;1012;1022,5,14.61,email,0
472,2025-06-10,158,1018;1017;1016;1030,4,12.85,none,0
473,2025-06-10,282,1018;1017;1003;1015;1019,5,9.02,none,0
474,2025-06-10,127,1011;1009;1007;1015,4,4.57,social,0
475,2025-06-10,69,1014;1004,2,3.3,none,0
476,2025-06-10,64,1012;1029,2,4.38,none,0
477,2025-06-10,168,1021;1011;1014,3,8.55,social,1
478,2025-06-10,260,1028;1027,2,6.8,none,0
479,2025-06-10,129,1017;1020;1024;1025;1019;1022,6,17.07,none,1
480,2025-06-10,178,1011;1021;1005,3,8.55,none,1
481,2025-06-10,62,1011;1016;1009;1010,4,4.5,none,1
482,2025-06-10,195,1018;1017;1030;1015;1019;1022,6,22.12,none,0
483,2025-06-10,65,1006;1009;1008;1004,4,5.58,none,0
484,2025-06-10,127,1012;1013,2,2.82,none,0
485,2025-06-10,198,1010;1004;1011;1007;1006;1005,6,8.11,none,0
486,2025-06-11,152,1018;1016;1004;1015;1019,5,9.74,none,0
487,2025-06-11,67,1029;1027;1026;1025,4,11.37,none,0
488,2025-06-11,214,1007;1027;1008,3,5.59,none,1
489,2025-06-11,279,1028;1002;1017;1015,4,8.27,email,0
490,2025-06-11,145,1008;1021,2,9.18,none,0
491,2025-06-11,87,1015,1,1.05,email,0
492,2025-06-11,61,1025;1027;1020,3,9.18,none,0
493,2025-06-11,212,1027;1026;1020;1009;1003,5,11.29,email,1
494,2025-06-11,263,1020;1007;1003;1025,4,9.68,social,0
495,2025-06-11,107,1012;1007;1020,3,5.82,social,1
496,2025-06-11,5,1026;1020;1023;1021;1022,5,24.28,none,0
497,2025-06-11,267,1002;1023;1024;1022,4,13.14,none,1
498,2025-06-11,161,1018;1007;1024;1026,4,8.03,social,0
499,2025-06-11,291,1002;1012;1027;1025,4,8.55,none,0
500,2025-06-11,48,1006;1019;1017,3,5.21,none,1
501,2025-06-11,127,1005;1004;1008;1025,4,6.97,none,0
502,2025-06-11,87,1017;1024;1015,3,4.49,none,0
503,2025-06-11,173,1017;1014,2,2.29,social,1
504,2025-06-11,267,1006;1016;1004;1005,4,5.78,none,0
505,2025-06-11,8,1027;1024;1026,3,8.34,email,0
506,2025-06-11,204,1027;1029,2,5.14,none,1
507,2025-06-11,83,1004;1014;1029;1030,4,14.79,social,0
508,2025-06-11,49,1006;1013;1001,3,3.76,social,1
509,2025-06-11,53,1018;1016;1015,3,4.13,email,0
510,2025-06-11,84,1018;1027;1026;1022,4,13.98,none,0
511,2025-06-11,207,1026;1025,2,5.33,social,0
512,2025-06-11,151,1023;1022,2,8.63,email,1
513,2025-06-11,14,1009;1011;1013;1014;1006,5,4.7,email,1
514,2025-06-11,79,1007;1013;1018;1015,4,5.22,none,0
515,2025-06-11,46,1023;1021,2,10.38,social,0
516,2025-06-11,186,1007;1025,2,3.65,email,0
517,2025-06-12,26,1019;1007;1014;1015,4,6.62,email,1
518,2025-06-12,212,1028;1027;1029,3,9.84,none,0
519,2025-06-12,45,1016;1023;1022,3,9.94,none,1
520,2025-06-12,25,1028;1012;1029,3,8.18,social,0
521,2025-06-12,213,1027;1026,2,6.22,email,0
522,2025-06-12,290,1027;1025,2,4.53,email,1
523,2025-06-12,74,1010;1008;1005,3,3.41,none,1
524,2025-06-12,80,1017;1016;1030,3,11.7,social,0
525,2025-06-12,37,1002;1001,2,4.05,none,0
526,2025-06-12,85,1002;1023;1024;1010,4,8.75,email,0
527,2025-06-12,95,1006;1019;1016,3,6.39,email,0
528,2025-06-12,82,1018;1016;1027,3,5.73,none,1
529,2025-06-12,223,1002;1027;1024;1013;1012,5,8.91,social,1
530,2025-06-12,286,1023;1024;1022,3,11.86,none,0
531,2025-06-12,177,1013;1029,2,3.93,none,1
532,2025-06-12,121,1027;1003;1026;1025,4,10.29,social,0
533,2025-06-12,4,1002;1016;1024;1003,4,8.11,none,0
534,2025-06-12,232,1002;1004,2,4.17,none,0
535,2025-06-12,83,1018;1009,2,1.63,social,1
536,2025-06-12,217,1003,1,1.96,social,0
537,2025-06-12,145,1018;1027;1026;1025;1014,5,9.97,email,1
538,2025-06-12,277,1023;1008;1030,3,13.51,email,0
539,2025-06-12,250,1013;1024,2,3.26,social,1
540,2025-06-12,231,1028;1018;1024,3,7.07,none,0
541,2025-06-12,132,1009;1003;1004;1006;1012;1005,6,6.59,social,1
542,2025-06-12,22,1018;1017;1003,3,3.65,none,1
543,2025-06-12,74,1027;1026;1010,3,7.62,email,0
544,2025-06-12,257,1018;1017,2,2.47,social,0
545,2025-06-12,140,1002;1029,2,5.14,none,0
546,2025-06-12,45,1018;1016;1011;1003,4,6.0,none,1
547,2025-06-12,130,1006;1009;1007;1013,4,3.94,none,1
548,2025-06-12,263,1007;1023;1021;1020,4,15.99,none,0
549,2025-06-12,233,1001;1025;1003;1004;1011,5,8.93,email,1
550,2025-06-12,130,1012;1007;1024;1004,4,6.17,none,1
551,2025-06-12,164,1006;1026;1025,3,5.5,none,1
552,2025-06-12,7,1019;1009;1023,3,5.95,none,1
553,2025-06-13,1,1010;1027;1026;1025,4,9.2,email,1
554,2025-06-13,269,1027;1001;1025,3,5.84,none,1
555,2025-06-13,117,1021;1011;1008;1010,4,11.9,email,0
556,2025-06-13,276,1018;1017;1015;1006;1016,5,6.37,social,0
557,2025-06-13,100,1002;1018;1010;1024;1003,5,8.73,social,0
558,2025-06-13,159,1009;1030,2,9.11,social,0
559,2025-06-13,238,1001;1025;1006;1016;1021,5,11.39,email,1
560,2025-06-13,146,1021;1029,2,8.86,social,1
561,2025-06-13,26,1020;1024;1011;1021;1022,5,21.37,social,0
562,2025-06-13,210,1027;1011;1013;1014;1012,5,7.64,none,1
563,2025-06-13,287,1002;1006;1019;1008,4,7.41,social,1
564,2025-06-13,268,1028;1023;1024;1029;1030,5,18.37,none,1
565,2025-06-13,254,1018;1027;1026;1025;1013,5,10.96,social,0
566,2025-06-13,239,1006;1008,2,2.44,none,1
567,2025-06-13,136,1007;1024;1005,3,4.19,none,1
568,2025-06-13,287,1021;1016;1008;1025,4,13.22,social,0
569,2025-06-13,59,1025;1007;1001;1030,4,14.05,none,0
570,2025-06-13,96,1001;1004,2,3.76,social,1
571,2025-06-13,160,1022;1003,2,8.04,email,1
572,2025-06-13,206,1028;1029;1004,3,8.91,social,0
573,2025-06-13,70,1009;1025;1013;1006;1008,5,7.1,email,0
574,2025-06-13,44,1028;1027;1004;1007;1013;1006;1005,7,12.01,none,1
575,2025-06-13,122,1021;1030,2,13.93,none,1
576,2025-06-13,250,1018;1017;1015;1004,4,5.59,email,0
577,2025-06-13,31,1023;1024,2,5.25,none,0
578,2025-06-13,291,1006;1007;1001;1025,4,6.52,none,0
579,2025-06-13,35,1024;1004;1007;1012;1008,5,9.0,social,0
580,2025-06-13,239,1002;1020;1001;1024;1025,5,12.35,social,0
581,2025-06-13,280,1012;1023;1021;1009,4,10.31,social,1
582,2025-06-13,252,1026;1025,2,4.62,none,1
583,2025-06-13,111,1011;1007;1021;1005,4,10.17,none,1
584,2025-06-13,228,1028;1018;1011;1029,4,9.31,email,0
585,2025-06-13,224,1019;1022,2,10.15,email,0
586,2025-06-13,1,1012;1021;1020,3,11.55,email,1
587,2025-06-13,14,1018;1027;1024,3,6.27,email,0
588,2025-06-13,215,1017;1010;1025;1011;1012;1022,6,14.1,none,0
589,2025-06-13,128,1019;1023;1024;1030,4,17.24,email,0
590,2025-06-13,184,1012;1027;1013,3,5.82,social,0
591,2025-06-13,189,1012;1023;1029;1020,4,11.58,social,0
592,2025-06-13,33,1025;1001;1026;1004,4,9.35,email,0
593,2025-06-13,187,1006;1021,2,8.17,email,0
594,2025-06-13,243,1028;1029;1030,3,15.29,none,0
595,2025-06-13,242,1018;1024;1003;1004;1005,5,7.4,email,1
596,2025-06-13,164,1003;1004,2,3.81,social,1
597,2025-06-13,155,1013;1014;1004;1010,4,6.18,none,0
598,2025-06-13,2,1005,1,0.81,email,1
599,2025-06-13,218,1009;1023;1021;1030,4,19.49,social,0
600,2025-06-13,78,1002;1001;1024;1025,4,8.28,email,0
601,2025-06-13,36,1018;1016;1017;1004,4,6.03,email,1
602,2025-06-13,131,1029,1,3.04,social,0
603,2025-06-14,113,1023,1,2.94,email,1
604,2025-06-14,14,1018;1015,2,2.2,none,0
605,2025-06-14,169,1021;1026;1022,3,14.83,none,1
606,2025-06-14,287,1006;1012,2,1.99,email,1
607,2025-06-14,135,1002;1007;1003;1020,4,9.67,social,0
608,2025-06-14,185,1025;1027;1020,3,7.82,none,1
609,2025-06-14,118,1002;1017;1024;1004,4,7.61,none,0
610,2025-06-14,12,1025;1023;1021;1020,4,16.56,none,0
611,2025-06-14,158,1028;1023,2,6.93,none,0
612,2025-06-14,110,1016;1014;1010,3,4.56,none,0
613,2025-06-14,81,1026;1009;1001;1011;1014;1012,6,8.62,none,1
614,2025-06-14,282,1011;1010,2,2.25,email,1
615,2025-06-14,217,1028;1008;1019;1021,4,16.52,social,0
616,2025-06-14,149,1002;1003,2,4.06,none,0
617,2025-06-14,25,1028;1027;1029;1030,4,18.29,none,0
618,2025-06-14,280,1028;1016;1015;1019;1022,5,16.93,none,0
619,2025-06-14,38,1020;1013;1014;1010,4,8.18,social,0
620,2025-06-14,105,1017;1016;1009,3,3.36,none,1
621,2025-06-14,139,1016;1004;1003;1020,4,10.03,none,0
622,2025-06-14,152,1028;1018;1017;1026;1015,5,10.54,none,0
623,2025-06-14,121,1021;1020,2,11.32,social,0
624,2025-06-14,279,1020,1,4.07,email,0
625,2025-06-14,129,1004;1003,2,3.5,none,1
626,2025-06-14,184,1028;1020;1029;1012;1030,5,20.7,none,0
627,2025-06-14,221,1026;1010;1009;1001;1003;1004;1025,7,10.79,none,1
628,2025-06-14,271,1002;1019;1004;1003,4,9.67,social,0
629,2025-06-14,35,1018;1017;1007;1026,4,5.87,none,1
630,2025-06-14,179,1019;1016;1014;1017,4,8.02,social,0
631,2025-06-14,103,1012;1008;1014;1010,4,5.9,none,0
632,2025-06-14,34,1007;1008;1005,3,4.33,email,0
633,2025-06-14,235,1028;1018;1017;1003,4,8.23,social,0
634,2025-06-14,216,1016;1020,2,6.0,none,0
635,2025-06-14,52,1029;1010,2,4.44,none,0
636,2025-06-14,144,1027;1026;1001;1015;1006;1019,6,13.68,none,0
637,2025-06-14,90,1007;1004;1005,3,4.47,none,0
638,2025-06-14,140,1028;1027;1025;1007;1030,5,17.05,none,1
639,2025-06-14,151,1018;1016;1017;1015,4,5.45,none,0
640,2025-06-14,91,1028;1029,2,6.84,none,0
641,2025-06-14,257,1001;1003;1004,3,4.89,email,1
642,2025-06-14,60,1019;1029,2,6.58,none,0
643,2025-06-14,234,1028;1013;1030,3,13.73,none,0
644,2025-06-14,132,1017;1004;1016;1008;1005,5,8.11,none,0
645,2025-06-14,288,1027;1001;1025,3,6.45,email,1
646,2025-06-14,255,1027;1025,2,4.24,none,1
647,2025-06-14,50,1001;1026;1003,3,7.13,none,0
648,2025-06-14,293,1012;1013;1014,3,3.59,social,1
649,2025-06-14,212,1030;1012;1010,3,11.19,none,0
650,2025-06-14,99,1012;1024,2,3.09,none,1
651,2025-06-14,296,1026;1025,2,4.85,email,1
652,2025-06-14,202,1019;1023;1024,3,7.33,none,1
653,2025-06-14,151,1028;1029;1030,3,14.45,social,1
654,2025-06-15,271,1012;1009,2,2.0,none,0
655,2025-06-15,172,1012;1027;1025,3,6.45,none,0
656,2025-06-15,66,1028,1,3.46,none,1
657,2025-06-15,189,1011;1023;1003,3,5.3,none,1
658,2025-06-15,92,1027;1024;1026;1025,4,9.25,social,1
659,2025-06-15,95,1002;1024,2,4.22,none,0
660,2025-06-15,200,1028;1018;1027;1025;1014;1012,6,12.63,none,0
661,2025-06-15,53,1002;1029;1004;1015;1019;1030,6,20.25,none,0
662,2025-06-15,58,1004,1,2.07,email,0
663,2025-06-15,12,1008;1029;1015,3,6.02,social,0
664,2025-06-15,235,1011;1010;1030,3,9.95,social,1
665,2025-06-15,151,1012;1026;1020,3,7.97,social,1
666,2025-06-15,234,1003,1,1.96,email,0
667,2025-06-15,234,1002;1010;1024;1011;1016,5,8.87,email,0
668,2025-06-15,97,1012;1027;1024;1026,4,9.68,none,0
669,2025-06-15,182,1017;1026;1025;1011;1014,5,9.2,none,0
670,2025-06-15,200,1024;1030,2,10.57,email,0
671,2025-06-15,269,1028;1014;1029;1030,4,16.52,email,0
672,2025-06-15,19,1028;1018;1001;1030,4,15.35,social,0
673,2025-06-15,58,1021;1012;1023;1001,4,13.67,email,0
674,2025-06-15,10,1022,1,5.35,none,1
675,2025-06-15,78,1016;1001,2,3.88,none,0
676,2025-06-15,274,1009;1021;1024;1020,4,14.1,none,0
677,2025-06-15,29,1023;1021,2,10.38,social,0
678,2025-06-15,200,1008;1030,2,10.38,social,0
679,2025-06-15,179,1018;1017;1004;1013;1015;1005,6,7.93,none,0
680,2025-06-15,245,1007;1003;1020,3,7.18,email,1
681,2025-06-15,14,1012;1010,2,2.28,none,1
682,2025-06-15,32,1012;1013,2,2.82,none,0
683,2025-06-15,213,1018;1016;1013,3,4.56,none,0
684,2025-06-15,88,1020;1009;1025;1013;1014,5,9.55,none,0
685,2025-06-15,218,1002;1026;1001;1024;1025,5,11.5,social,0
686,2025-06-15,204,1012;1017;1013;1010,4,5.54,email,0
687,2025-06-15,276,1007;1001;1004,3,5.56,none,0
688,2025-06-15,248,1004;1001;1022,3,10.01,email,1
689,2025-06-15,23,1017;1011;1007;1013;1014,5,6.89,none,0
690,2025-06-15,119,1024;1029,2,5.16,email,0
691,2025-06-15,162,1006;1017,2,2.24,none,0
692,2025-06-15,12,1002;1013;1029;1020,4,10.69,email,0
693,2025-06-15,204,1017;1027;1009;1011;1014,5,7.53,none,0
694,2025-06-15,99,1009;1004;1007;1008;1030,5,14.65,email,0
695,2025-06-15,92,1026;1007;1013;1014;1022,5,14.08,email,0
696,2025-06-15,124,1022;1005,2,6.69,none,1
697,2025-06-15,292,1009;1027;1026,3,5.99,social,1
698,2025-06-15,118,1007;1029,2,3.89,none,1
699,2025-06-15,272,1020;1015,2,5.12,none,0
700,2025-06-15,232,1011;1009;1010,3,3.09,none,1
701,2025-06-15,250,1028;1027;1029;1030,4,16.31,email,1
702,2025-06-15,297,1017;1008;1003,3,4.9,social,1
703,2025-06-16,171,1006;1004,2,2.99,social,0
704,2025-06-16,71,1027;1023;1029;1007;1021,5,17.96,none,0
705,2025-06-16,154,1019;1008;1015,3,5.66,none,1
706,2025-06-16,189,1016;1014;1029,3,6.2,email,0
707,2025-06-16,161,1028;1029;1025;1003;1030,5,19.36,social,0
708,2025-06-16,120,1008,1,1.93,none,0
709,2025-06-16,36,1022;1015;1006;1019;1008;1005,6,14.91,none,0
710,2025-06-16,67,1028;1001;1030,3,12.0,email,1
711,2025-06-16,261,1004;1001;1026;1003,4,9.2,email,0
712,2025-06-16,291,1019;1015;1008;1030,4,12.45,none,1
713,2025-06-16,199,1027;1026,2,5.38,email,1
714,2025-06-16,291,1009,1,0.66,social,0
715,2025-06-16,253,1020;1028;1029;1030,4,16.15,none,1
716,2025-06-16,219,1017;1001;1026;1022,4,13.1,social,0
717,2025-06-16,149,1010;1009;1011;1013;1014,5,5.26,email,1
718,2025-06-16,46,1011;1007;1010,3,4.26,social,0
719,2025-06-16,99,1030;1019;1029;1015,4,16.08,none,0
720,2025-06-16,192,1027;1010;1024;1025;1029;1014,6,12.9,none,0
721,2025-06-16,192,1019;1016;1015,3,6.52,social,0
722,2025-06-16,241,1006;1007;1008,3,4.39,email,0
723,2025-06-16,272,1012;1021;1010,3,9.99,none,0
724,2025-06-16,190,1020;1023;1003;1013;1019;1022,6,20.79,none,0
725,2025-06-16,130,1028;1004;1001;1005,4,7.61,social,1
726,2025-06-16,159,1001;1026;1003,3,6.44,none,1
727,2025-06-16,181,1027;1026,2,6.22,email,0
728,2025-06-16,62,1025;1004;1001;1003,4,7.31,none,1
729,2025-06-16,226,1011;1012;1014;1009,4,4.12,none,1
730,2025-06-16,184,1019;1023;1021,3,11.67,none,1
731,2025-06-16,168,1008;1011;1016;1021,4,12.43,none,0
732,2025-06-16,259,1019;1021;1017;1022,4,18.72,social,0
733,2025-06-16,246,1027;1013,2,4.48,none,0
734,2025-06-16,174,1018;1016;1017;1015,4,4.9,none,1
735,2025-06-16,228,1018;1009;1003;1022,4,8.76,email,1
736,2025-06-16,159,1012;1009;1008;1017,4,5.25,email,0
737,2025-06-16,70,1008,1,1.93,email,0
738,2025-06-16,253,1018;1016;1024;1030,4,13.65,none,0
739,2025-06-16,16,1030;1021;1020,3,16.94,none,1
740,2025-06-17,51,1009;1013,2,2.14,none,0
741,2025-06-17,259,1006,1,0.92,email,0
742,2025-06-17,117,1028;1013;1029;1030,4,16.77,none,0
743,2025-06-17,216,1017;1021;1014;1020,4,12.95,social,1
744,2025-06-17,23,1018;1019;1006;1005,4,6.47,none,0
745,2025-06-17,235,1017;1004;1013;1019;1022,5,14.27,none,1
746,2025-06-17,251,1018;1019;1004,3,5.79,none,1
747,2025-06-17,63,1028;1029;1015;1019;1030,5,16.18,none,1
748,2025-06-17,271,1006;1005,2,1.78,none,0
749,2025-06-17,201,1011;1019;1015;1010,4,7.31,email,0
750,2025-06-17,43,1025;1020,2,5.78,email,1
751,2025-06-17,156,1028;1014;1029;1030,4,16.52,none,0
752,2025-06-17,136,1002;1018;1005;1003,4,6.07,none,0
753,2025-06-17,244,1018;1019,2,4.69,none,0
754,2025-06-17,8,1009;1004;1024;1015,4,5.9,none,0
755,2025-06-17,196,1019;1024;1020,3,9.73,none,0
756,2025-06-17,202,1011;1019;1026;1024,4,8.39,none,1
757,2025-06-17,296,1018;1017,2,2.47,none,0
758,2025-06-17,111,1017;1023;1020,3,8.52,none,0
759,2025-06-17,260,1028;1027;1003,3,8.76,none,0
760,2025-06-17,45,1018;1016;1001;1015;1019,5,9.62,none,0
761,2025-06-17,184,1002;1026;1009;1001;1025;1003,6,9.84,none,1
762,2025-06-17,273,1006;1019;1007,3,6.0,social,0
763,2025-06-17,262,1027;1026;1029;1025;1007,5,12.91,email,0
764,2025-06-17,225,1006;1013;1029,3,5.44,email,0
765,2025-06-17,75,1016;1027;1014;1015;1019,5,10.75,email,0
766,2025-06-17,83,1006;1005;1008;1004,4,5.17,email,1
767,2025-06-17,242,1018;1016;1017,3,4.4,none,0
768,2025-06-17,292,1009;1027;1024,3,5.78,email,0
769,2025-06-17,36,1027;1001;1026;1025,4,10.28,email,0
770,2025-06-17,213,1028;1029;1030,3,13.23,email,1
771,2025-06-17,210,1026;1020;1001;1025;1016,5,13.28,none,0
772,2025-06-17,38,1018;1017;1010;1007;1005,5,5.8,email,1
773,2025-06-17,14,1011;1019;1001;1029,4,8.99,email,1
774,2025-06-17,182,1002;1001;1024;1003;1025;1021;1030,7,21.14,none,1
775,2025-06-17,277,1028;1010;1030,3,13.65,none,0
776,2025-06-17,120,1002;1029;1003,3,7.1,none,0
777,2025-06-17,15,1001;1003,2,3.91,none,0
778,2025-06-17,117,1027;1026;1025,3,8.33,social,0
779,2025-06-17,155,1021;1030,2,14.1,none,1
780,2025-06-17,210,1028;1017;1014;1029,4,9.39,none,0
781,2025-06-17,271,1025;1001;1004,3,6.13,none,0
782,2025-06-17,146,1008;1029,2,4.97,social,0
783,2025-06-17,166,1012;1023;1021,3,11.72,email,0
784,2025-06-17,245,1014;1010,2,2.63,none,0
785,2025-06-17,253,1018;1017;1023;1024;1015;1019,6,12.31,none,0
786,2025-06-17,241,1006;1008,2,2.85,social,0
787,2025-06-17,273,1006;1024;1010,3,3.84,none,1
788,2025-06-17,53,1028;1024;1003,3,7.16,email,1
789,2025-06-17,121,1018;1016;1014;1003,4,6.27,email,0
790,2025-06-17,74,1018;1012;1007;1006,4,4.95,none,0
791,2025-06-17,19,1028;1004;1021;1005,4,13.98,none,0
792,2025-06-17,291,1022;1026;1015,3,10.88,none,0
793,2025-06-18,159,1002;1018;1003,3,5.21,email,0
794,2025-06-18,79,1016;1013;1010,3,4.1,email,1
795,2025-06-18,169,1011;1004;1026;1003,4,8.57,email,0
796,2025-06-18,270,1011;1009;1012;1010,4,4.72,none,0
797,2025-06-18,288,1004;1008;1026;1025,4,8.2,none,1
798,2025-06-18,273,1017;1001;1025,3,5.38,social,0
799,2025-06-18,35,1028;1011;1025,3,6.01,none,1
800,2025-06-18,242,1010;1009;1013;1015;1016,5,6.52,none,0
801,2025-06-18,23,1018;1009;1021;1024,4,10.57,none,1
802,2025-06-18,193,1018;1011;1015;1030,4,11.97,social,0
803,2025-06-18,30,1007;1027,2,4.54,none,0
804,2025-06-18,295,1012;1027;1014;1013,4,7.05,none,0
805,2025-06-18,262,1011;1018,2,2.47,social,0
806,2025-06-18,197,1002;1008;1024;1004,4,8.22,none,0
807,2025-06-18,197,1019;1023;1021,3,13.92,none,0
808,2025-06-18,286,1018;1023;1001;1025;1008,5,10.27,email,0
809,2025-06-18,281,1009;1016;1017,3,3.49,none,1
810,2025-06-18,102,1001;1024,2,3.85,social,1
811,2025-06-18,70,1018;1019;1017;1020,4,10.08,email,0
812,2025-06-18,275,1011;1018;1021;1014,4,10.95,none,0
813,2025-06-18,218,1023;1003,2,4.33,social,1
814,2025-06-18,168,1006;1007;1008;1005,4,4.51,none,1
815,2025-06-18,85,1006;1007;1008;1005,4,4.39,none,1
816,2025-06-18,204,1016;1013,2,3.21,email,1
817,2025-06-18,229,1018;1016;1014;1015,4,4.35,email,1
818,2025-06-18,49,1018;1003,2,2.77,social,1
819,2025-06-18,243,1028;1023;1029;1022;1030,5,25.03,none,0
820,2025-06-18,43,1006;1013;1026;1025,4,7.73,email,0
821,2025-06-18,212,1012;1023;1010,3,5.46,none,1
822,2025-06-18,235,1016;1014;1017,3,4.02,none,1
823,2025-06-18,23,1025;1027;1029;1030,4,16.6,none,0
824,2025-06-18,76,1009;1001,2,2.1,none,1
825,2025-06-18,242,1006;1026;1005,3,5.0,none,0
826,2025-06-18,135,1010;1025;1007;1014;1015;1005,6,7.24,email,1
827,2025-06-18,178,1013;1008;1020,3,7.48,social,0
828,2025-06-18,237,1028;1019;1015,3,7.18,none,1
829,2025-06-18,292,1002;1021;1026,3,12.57,none,0
830,2025-06-18,272,1027;1025,2,5.11,none,0
831,2025-06-18,266,1005;1003;1004,3,4.29,email,1
832,2025-06-18,222,1026;1009;1011;1007;1013;1012,6,9.56,social,0
833,2025-06-18,156,1028;1020;1019;1015;1016,5,12.87,email,1
834,2025-06-18,201,1002;1006;1008,3,4.16,email,1
835,2025-06-18,65,1018;1001;1029;1004;1025;1011;1019,7,14.35,email,1
836,2025-06-18,175,1006;1015;1008;1005,4,4.47,none,1
837,2025-06-18,291,1014,1,1.14,none,1
838,2025-06-18,226,1026;1001;1029;1003;1004;1005,6,13.1,none,0
839,2025-06-18,202,1016;1008;1017;1015,4,5.28,none,1
840,2025-06-18,277,1028;1011,2,5.12,none,0
841,2025-06-18,154,1012;1023;1013;1010,4,7.35,none,0
842,2025-06-18,170,1018;1009;1001,3,3.76,email,0
843,2025-06-18,151,1025;1017;1027;1022,4,13.04,none,0
844,2025-06-18,67,1028;1017;1022,3,11.73,social,0
845,2025-06-18,201,1011;1017;1027;1003,4,7.6,none,0
846,2025-06-18,64,1009;1008;1004,3,4.66,email,0
847,2025-06-18,177,1028;1011;1013;1018,4,7.13,email,1
848,2025-06-18,29,1030;1025;1010,3,11.96,none,0
849,2025-06-18,148,1006;1007;1001,3,3.96,none,1
850,2025-06-18,137,1030;1024;1010,3,10.46,social,1
851,2025-06-18,152,1010;1009;1025;1004;1012,5,6.61,none,1
852,2025-06-18,61,1028;1002;1008;1029;1021;1030,6,26.57,none,0
853,2025-06-18,134,1006;1021;1024,3,8.3,none,1
854,2025-06-18,144,1023;1021;1024,3,12.5,none,0
855,2025-06-18,134,1012;1024,2,2.85,email,1
856,2025-06-18,31,1011;1009;1029,3,4.1,none,1
857,2025-06-18,85,1004;1007;1005;1016;1022,5,10.76,email,1
858,2025-06-18,133,1002;1028;1013;1030,4,15.83,email,0
859,2025-06-18,272,1011;1009;1014,3,3.21,none,0
860,2025-06-18,273,1019;1007;1001;1025,4,7.99,social,1
861,2025-06-19,214,1021;1030,2,15.7,none,0
862,2025-06-19,121,1001;1019;1021;1024,4,14.86,email,0
863,2025-06-19,240,1018;1025,2,3.01,none,1
864,2025-06-19,193,1008,1,1.93,none,0
865,2025-06-19,286,1002;1012;1014;1024,4,6.28,email,1
866,2025-06-19,61,1002;1024;1025,3,6.33,none,0
867,2025-06-19,67,1026;1029;1025,3,7.02,none,1
868,2025-06-19,74,1002;1006;1003;1004,4,7.05,none,0
869,2025-06-19,201,1028;1009;1023;1024;1021,5,16.96,social,0
870,2025-06-19,300,1006;1030,2,9.37,social,0
871,2025-06-19,187,1012;1013;1010,3,4.22,email,0
872,2025-06-19,214,1002;1017;1023;1024;1019,5,12.21,social,0
873,2025-06-19,123,1023;1024;1029;1022,4,14.9,none,0
874,2025-06-19,16,1002;1026;1001;1003;1014;1019;1021,7,19.06,social,1
875,2025-06-19,88,1018;1017;1016;1003;1015;1019,6,10.95,email,0
876,2025-06-19,129,1006;1019;1021,3,10.35,social,1
877,2025-06-19,58,1016,1,1.93,none,0
878,2025-06-19,248,1027;1026;1001;1029;1025,5,13.32,none,0
879,2025-06-19,269,1009;1001;1024;1025;1013,5,8.32,none,0
880,2025-06-19,83,1025;1001;1003;1004,4,8.09,none,0
881,2025-06-19,96,1016;1024,2,4.05,social,0
882,2025-06-19,175,1023;1024;1020,3,9.32,social,0
883,2025-06-19,248,1003,1,1.96,email,0
884,2025-06-19,254,1021,1,7.25,none,0
885,2025-06-19,23,1023;1021;1014;1010,4,13.01,none,0
886,2025-06-19,139,1024,1,1.77,social,1
887,2025-06-19,40,1020;1010;1004;1006;1008;1005,6,11.25,social,0
888,2025-06-19,68,1024;1026,2,5.34,none,0
